"for_min_temp_d1","for_max_temp_d1","for_rainfall_d1","for_solar_irr_d1","for_min_temp_d2","for_max_temp_d2","for_rainfall_d2","for_solar_irr_d2","for_min_temp_d3","for_max_temp_d3","for_rainfall_d3","for_solar_irr_d3","for_min_temp_d4","for_max_temp_d4","for_rainfall_d4","for_solar_irr_d4","for_min_temp_d5","for_max_temp_d5","for_rainfall_d5","for_solar_irr_d5","for_min_temp_d6","for_max_temp_d6","for_rainfall_d6","for_solar_irr_d6"
0.915112465707485,0.64795186958785,0.00110601224194073,0.622930701670788,0.856361064093817,0.768698095478116,0.0073882993087906,0.514002716801151,0.905957445099178,0.721447737388399,0.108498661253222,0.306212603446143,0.628409012045643,0.699631107265476,0,0.814236698694199,0.957866605559496,0.643595193484464,0.090386928150209,0.326613131947661,0.859572054468801,0.392830625501146,0,0.810086959313319
0.856361064093817,0.768698095478116,0.0073882993087906,0.514002716801151,0.905957445099178,0.721447737388399,0.108498661253222,0.306212603446143,0.628409012045643,0.699631107265476,0,0.814236698694199,0.957866605559496,0.643595193484464,0.090386928150209,0.326613131947661,0.859572054468801,0.392830625501146,0,0.810086959313319,0.75886414943008,0.58287775177902,0.00703177358184494,0.313738978015427
0.905957445099178,0.721447737388399,0.108498661253222,0.306212603446143,0.628409012045643,0.699631107265476,0,0.814236698694199,0.957866605559496,0.643595193484464,0.090386928150209,0.326613131947661,0.859572054468801,0.392830625501146,0,0.810086959313319,0.75886414943008,0.58287775177902,0.00703177358184494,0.313738978015427,0.71635288042623,0.579729739242492,0.0142449836493251,0.571179405625766
0.628409012045643,0.699631107265476,0,0.814236698694199,0.957866605559496,0.643595193484464,0.090386928150209,0.326613131947661,0.859572054468801,0.392830625501146,0,0.810086959313319,0.75886414943008,0.58287775177902,0.00703177358184494,0.313738978015427,0.71635288042623,0.579729739242492,0.0142449836493251,0.571179405625766,0.975694264425595,0.852910553085076,0,0.957902039528151
0.957866605559496,0.643595193484464,0.090386928150209,0.326613131947661,0.859572054468801,0.392830625501146,0,0.810086959313319,0.75886414943008,0.58287775177902,0.00703177358184494,0.313738978015427,0.71635288042623,0.579729739242492,0.0142449836493251,0.571179405625766,0.975694264425595,0.852910553085076,0,0.957902039528151,1.09997517014427,0.727595721499167,0,0.819845652755872
0.859572054468801,0.392830625501146,0,0.810086959313319,0.75886414943008,0.58287775177902,0.00703177358184494,0.313738978015427,0.71635288042623,0.579729739242492,0.0142449836493251,0.571179405625766,0.975694264425595,0.852910553085076,0,0.957902039528151,1.09997517014427,0.727595721499167,0,0.819845652755872,0.583021907398934,0.757137000014528,0.0740505871743446,0.289819475049064
0.75886414943008,0.58287775177902,0.00703177358184494,0.313738978015427,0.71635288042623,0.579729739242492,0.0142449836493251,0.571179405625766,0.975694264425595,0.852910553085076,0,0.957902039528151,1.09997517014427,0.727595721499167,0,0.819845652755872,0.583021907398934,0.757137000014528,0.0740505871743446,0.289819475049064,0.974012098233334,0.506110293463531,0.177038664781344,0.252640651367897
0.71635288042623,0.579729739242492,0.0142449836493251,0.571179405625766,0.975694264425595,0.852910553085076,0,0.957902039528151,1.09997517014427,0.727595721499167,0,0.819845652755872,0.583021907398934,0.757137000014528,0.0740505871743446,0.289819475049064,0.974012098233334,0.506110293463531,0.177038664781344,0.252640651367897,0.991743293031975,0.579315005538494,0.00100863521119621,0.328562984205001
0.975694264425595,0.852910553085076,0,0.957902039528151,1.09997517014427,0.727595721499167,0,0.819845652755872,0.583021907398934,0.757137000014528,0.0740505871743446,0.289819475049064,0.974012098233334,0.506110293463531,0.177038664781344,0.252640651367897,0.991743293031975,0.579315005538494,0.00100863521119621,0.328562984205001,0.872529989668317,0.994092904761281,0,0.375591091602144
1.09997517014427,0.727595721499167,0,0.819845652755872,0.583021907398934,0.757137000014528,0.0740505871743446,0.289819475049064,0.974012098233334,0.506110293463531,0.177038664781344,0.252640651367897,0.991743293031975,0.579315005538494,0.00100863521119621,0.328562984205001,0.872529989668317,0.994092904761281,0,0.375591091602144,0.875966878364354,0.7449214491713,0,0.762573176045457
0.583021907398934,0.757137000014528,0.0740505871743446,0.289819475049064,0.974012098233334,0.506110293463531,0.177038664781344,0.252640651367897,0.991743293031975,0.579315005538494,0.00100863521119621,0.328562984205001,0.872529989668317,0.994092904761281,0,0.375591091602144,0.875966878364354,0.7449214491713,0,0.762573176045457,1.03908719962366,1.07452601480998,0,0.767270883593773
0.974012098233334,0.506110293463531,0.177038664781344,0.252640651367897,0.991743293031975,0.579315005538494,0.00100863521119621,0.328562984205001,0.872529989668317,0.994092904761281,0,0.375591091602144,0.875966878364354,0.7449214491713,0,0.762573176045457,1.03908719962366,1.07452601480998,0,0.767270883593773,1.0489537416905,0.935543650067682,0,0.919675102174924
0.991743293031975,0.579315005538494,0.00100863521119621,0.328562984205001,0.872529989668317,0.994092904761281,0,0.375591091602144,0.875966878364354,0.7449214491713,0,0.762573176045457,1.03908719962366,1.07452601480998,0,0.767270883593773,1.0489537416905,0.935543650067682,0,0.919675102174924,1.17382231188665,0.654867061598456,0,0.961326561768493
0.872529989668317,0.994092904761281,0,0.375591091602144,0.875966878364354,0.7449214491713,0,0.762573176045457,1.03908719962366,1.07452601480998,0,0.767270883593773,1.0489537416905,0.935543650067682,0,0.919675102174924,1.17382231188665,0.654867061598456,0,0.961326561768493,0.530008563962869,0.577503156728039,0.206050564317276,0.641231071572255
0.875966878364354,0.7449214491713,0,0.762573176045457,1.03908719962366,1.07452601480998,0,0.767270883593773,1.0489537416905,0.935543650067682,0,0.919675102174924,1.17382231188665,0.654867061598456,0,0.961326561768493,0.530008563962869,0.577503156728039,0.206050564317276,0.641231071572255,0.703551136878918,0.850570409930623,0.00127782400280427,0.789467880901769
1.03908719962366,1.07452601480998,0,0.767270883593773,1.0489537416905,0.935543650067682,0,0.919675102174924,1.17382231188665,0.654867061598456,0,0.961326561768493,0.530008563962869,0.577503156728039,0.206050564317276,0.641231071572255,0.703551136878918,0.850570409930623,0.00127782400280427,0.789467880901769,0.803227506241406,0.560868890879867,0.00501503741834819,0.586501887952794
1.0489537416905,0.935543650067682,0,0.919675102174924,1.17382231188665,0.654867061598456,0,0.961326561768493,0.530008563962869,0.577503156728039,0.206050564317276,0.641231071572255,0.703551136878918,0.850570409930623,0.00127782400280427,0.789467880901769,0.803227506241406,0.560868890879867,0.00501503741834819,0.586501887952794,0.864178151799185,0.417902335562924,0.445828674892928,0.338114977787628
1.17382231188665,0.654867061598456,0,0.961326561768493,0.530008563962869,0.577503156728039,0.206050564317276,0.641231071572255,0.703551136878918,0.850570409930623,0.00127782400280427,0.789467880901769,0.803227506241406,0.560868890879867,0.00501503741834819,0.586501887952794,0.864178151799185,0.417902335562924,0.445828674892928,0.338114977787628,0.747770776076018,0.601507417915648,0.372851686254071,0
0.530008563962869,0.577503156728039,0.206050564317276,0.641231071572255,0.703551136878918,0.850570409930623,0.00127782400280427,0.789467880901769,0.803227506241406,0.560868890879867,0.00501503741834819,0.586501887952794,0.864178151799185,0.417902335562924,0.445828674892928,0.338114977787628,0.747770776076018,0.601507417915648,0.372851686254071,0,0.974442584284233,1.01874943546185,0,0.450945399691546
0.703551136878918,0.850570409930623,0.00127782400280427,0.789467880901769,0.803227506241406,0.560868890879867,0.00501503741834819,0.586501887952794,0.864178151799185,0.417902335562924,0.445828674892928,0.338114977787628,0.747770776076018,0.601507417915648,0.372851686254071,0,0.974442584284233,1.01874943546185,0,0.450945399691546,0.986001795834418,0.681710766398775,0,1.02217678121005
